,title,city,address,stars,text,textTranslated,text_PL,text_EN
290,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,"Do dzisiaj Dara był jednym miejscem w którym jadałem kebaby przez wiele lat.
3 miesiące temu trafił mi się kebab pełen tłuszczu a mięso wołowe przypominało w smaku mielonkę. Pierwszy raz nie zjadłem kebaba. Wczoraj pełen nadziei, że to był przypadek zamówiłem ponownie 2 kebaby na wynos. Żałuję że nie zrobiłem zdjęć jak po wyjęciu ich z folii ociekały tłuszczem. Ostatni raz się zawiodłem. Jakość mięsa spadła tak strasznie. Widać że liczba powstających budek odbiła się na jakości.
Pamiętam jak czytałem artykuł o powstawaniu Dary i tam pan dara pytał się innych sprzedawców kebabów czemu sprzedają tak niedobre kebaby. Dzisiaj to ja się pytam dlaczego pan pozwala sprzedawać nam takie dziadostwo ?",,"Do dzisiaj Dara był jednym miejscem w którym jadałem kebaby przez wiele lat.
3 miesiące temu trafił mi się kebab pełen tłuszczu a mięso wołowe przypominało w smaku mielonkę. Pierwszy raz nie zjadłem kebaba. Wczoraj pełen nadziei, że to był przypadek zamówiłem ponownie 2 kebaby na wynos. Żałuję że nie zrobiłem zdjęć jak po wyjęciu ich z folii ociekały tłuszczem. Ostatni raz się zawiodłem. Jakość mięsa spadła tak strasznie. Widać że liczba powstających budek odbiła się na jakości.
Pamiętam jak czytałem artykuł o powstawaniu Dary i tam pan dara pytał się innych sprzedawców kebabów czemu sprzedają tak niedobre kebaby. Dzisiaj to ja się pytam dlaczego pan pozwala sprzedawać nam takie dziadostwo ?",To this day Dara was one of the places where I ate kebabs for many years. 3 months ago I got a kebab full of fat and beef meat resembled meat in the taste of meat. For the first time I didn't eat kebab. Yesterday full of hope that it was a coincidence that I ordered 2 kebabs to go again. I wish I had taken pictures like after I took them out of the foil they drained with fat. Last time I was disappointed. The quality of the meat fell so badly. It's clear that the number of booths was reflected in quality. I remember reading the article about the creation of Dara and there you were asking other kebab salesmen why they sell such bad kebabs.
293,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,Dają stare kebaby spod lady. Nic dziwnego że ludzie mają potem problemy żołądkowe. Jeszcze uśmieszki.,,Dają stare kebaby spod lady. Nic dziwnego że ludzie mają potem problemy żołądkowe. Jeszcze uśmieszki.,"They give old kebabs from under the counter, no wonder people have stomach problems after that."
295,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Pyszny kebab mniamm,,Pyszny kebab mniamm,Delicious kebab yummy
296,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Bardzo smaczne,,Bardzo smaczne,Very tasty.
297,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Kebab pyszne👍,,Kebab pyszne👍,Tasty kebabs
298,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,👍👍👍pyszne,,👍👍👍pyszne,It's delicious
302,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Najlepszy kebab w mieście,,Najlepszy kebab w mieście,The best kebab in town
306,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Szybka obsługa , miła atmosfera, smacznie . Polecam",,"Szybka obsługa , miła atmosfera, smacznie . Polecam","Quick service, nice atmosphere, tasty. I recommend"
307,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Miła obsługa i dobre jedzenie,,Miła obsługa i dobre jedzenie,Nice service and good food
308,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Bardzo miła obsługa,,Bardzo miła obsługa,Very nice service.
309,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Bardzo miła obsługa,,Bardzo miła obsługa,Very nice service.
311,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Pyszny kebabik miła obsługa,,Pyszny kebabik miła obsługa,Delicious kebab nice service
317,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Dobry kebab polecam każdemu,,Dobry kebab polecam każdemu,Good kebab I recommend to everyone
318,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Jak dla mnie spoko kebab A obsługa jeszcze lepsza 😂 wszystko na miejscu i szybko przede wszystkim,,Jak dla mnie spoko kebab A obsługa jeszcze lepsza 😂 wszystko na miejscu i szybko przede wszystkim,As for me cool kebab A service even better on the spot and quickly above all
319,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Bardzo miła obsługa sztos jedzonko hahahaha pozdrawiam 🤟,,Bardzo miła obsługa sztos jedzonko hahahaha pozdrawiam 🤟,Very nice service of sztos food hahahaha greetings
323,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"Smaczne jedzenie, najlepszy w mieście",,"Smaczne jedzenie, najlepszy w mieście","Tasty food, the best in town"
324,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,super,Super,Super,Great.
326,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Kebab dobry,,Kebab dobry,Kebab good
330,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,вкусно😌,pyszne😌,pyszne😌,delicious.
331,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"Smacznie, szybko, niedrogo 🤤",,"Smacznie, szybko, niedrogo 🤤","Tasty, fast, inexpensive"
332,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Szybko i smacznie,,Szybko i smacznie,Quick and tasty.
334,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Bueno misany misany the best kebab in the world,Bueno misany misany najlepszy kebab na świecie,Bueno misany misany najlepszy kebab na świecie,Bueno misana misana the best kebab in the world
335,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Mega darollo petarda!,,Mega darollo petarda!,Mega darollo firecracker!
337,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Nice kebab👍🏼,Niezły kebab👍🏼,Niezły kebab👍🏼,Nice kebab.
338,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Pyszny kebab🌯👍,,Pyszny kebab🌯👍,Delicious kebabs
339,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,"Bardzo słaby, sos łagodny bez smaku",,"Bardzo słaby, sos łagodny bez smaku","Very weak, mild sauce tasteless"
343,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Pyszne jedzenie bardzo dziękuje,,Pyszne jedzenie bardzo dziękuje,Delicious food thank you very much
347,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"11/10

Szybko,dobrze, bardzo polecam.",,"11/10

Szybko,dobrze, bardzo polecam.","11/10 Quickly, well, very highly recommended."
349,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Super obsługa , świeże jedzenie :)",,"Super obsługa , świeże jedzenie :)","Super service, fresh food:)"
350,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Pyszne jedzenie. Jestem stałym klientem tej właśnie Dary na tej ulicy i jest zawsze pysznie, czysto i bardzo szybko",,"Pyszne jedzenie. Jestem stałym klientem tej właśnie Dary na tej ulicy i jest zawsze pysznie, czysto i bardzo szybko","Delicious food. I am a regular customer of this Gift on this street and it is always delicious, clean and very fast"
357,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Super , obsługa , uśmiechnięci pracownicy .",,"Super , obsługa , uśmiechnięci pracownicy .","Super, service, smiling employees."
362,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Bardzo dobry kebab najlepszy w Rzeszowie,,Bardzo dobry kebab najlepszy w Rzeszowie,Very good kebab best in Rzeszów
365,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Bardzo znaczna. Polecam,,Bardzo znaczna. Polecam,Very significant. I recommend
376,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Jasur Bek is the best worker out there ! He fulfils his work at a top degree and has excellent communication skills which led to prosperity of the restaurant .,"Jasur Bek jest najlepszym pracownikiem na świecie! Swoją pracę wykonuje na najwyższym poziomie i posiada doskonałe umiejętności komunikacyjne, które zaowocowały rozkwitem restauracji.","Jasur Bek jest najlepszym pracownikiem na świecie! Swoją pracę wykonuje na najwyższym poziomie i posiada doskonałe umiejętności komunikacyjne, które zaowocowały rozkwitem restauracji.",Jasur Bek is the best employee in the world! He does his work at the highest level and has excellent communication skills that have resulted in a blooming restaurant.
378,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Уютная место вкусная еда 🫰,"Przytulne miejsce, pyszne jedzenie 🫰","Przytulne miejsce, pyszne jedzenie 🫰","Cosy place, delicious food"
383,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Polecam,,Polecam,I recommend
389,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Klasyka! Od studenckich czasów niezmienny, można powiedzieć że kultowy ❤️",,"Klasyka! Od studenckich czasów niezmienny, można powiedzieć że kultowy ❤️","Classic! Since student times unchangeable, you can say that iconic"
399,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Smaczny kebab. Miła obsługa. Bardzo polecam to miejsce 😀,,Smaczny kebab. Miła obsługa. Bardzo polecam to miejsce 😀,Tasty kebab. Nice service. I highly recommend this place
407,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Wspaniale jedzenie, często zamawiam tu pyszny kebab - najlepszy w Rzeszowie! Mięso zawsze świeże, duża ilość, bardzo smaczne. Polecam serdecznie!",,"Wspaniale jedzenie, często zamawiam tu pyszny kebab - najlepszy w Rzeszowie! Mięso zawsze świeże, duża ilość, bardzo smaczne. Polecam serdecznie!","Great food, I often order here delicious kebab - the best in Rzeszow! Meat is always fresh, large quantity, very tasty. I recommend it warmly!"
408,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Jeden z lepszych kebabów w mieście. Jedzenie zawsze ciepłe i smaczne. Polecam,,Jeden z lepszych kebabów w mieście. Jedzenie zawsze ciepłe i smaczne. Polecam,One of the best kebabs in the city. Food always warm and tasty. I recommend
409,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Jeszcze z otwarcia w naszym rejonie, kupuje w Dara kebab. Pyszne kebaby, myślę, że są najlepsze w tym rejonie.",,"Jeszcze z otwarcia w naszym rejonie, kupuje w Dara kebab. Pyszne kebaby, myślę, że są najlepsze w tym rejonie.","From the opening in our area, he buys a kebab at Dara. Delicious kebabs, I think they're the best in the area."
412,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Bardzo dobry kebab, czysto i szybko.",,"Bardzo dobry kebab, czysto i szybko.","Very good kebab, clean and fast."
415,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Najlepszy kebab na dzielnicy. Cena i jakość idzie w parze. Gorąco polecam 😉,,Najlepszy kebab na dzielnicy. Cena i jakość idzie w parze. Gorąco polecam 😉,The best kebab in the neighborhood. Price and quality goes hand in hand. I highly recommend
418,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Bardzo miła obsługa 😁,,Bardzo miła obsługa 😁,Very nice service.
419,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Polecam, bardzo smaczny kebsik 😉",,"Polecam, bardzo smaczny kebsik 😉","I recommend, very tasty kebsik"
425,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Super Ceny Super,,Super Ceny Super,Super Prices Super
434,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"bardzo miło, kebab dobrze zapakowany i smaczny",,"bardzo miło, kebab dobrze zapakowany i smaczny","very nice, kebab well packed and tasty"
438,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"Very good 👍
Very delicious 🤤","Bardzo dobrze 👍
Bardzo pyszne 🤤","Bardzo dobrze 👍
Bardzo pyszne 🤤",Very good. Very delicious.
439,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Вкусно 😋,Pyszne 😋,Pyszne 😋,Delicious 🙂
443,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Bardzo smaczny kebab. Wg mnie jeden z lepszych w Rzeszowie.,,Bardzo smaczny kebab. Wg mnie jeden z lepszych w Rzeszowie.,"Very tasty kebab, one of the best in Rzeszow."
446,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Bardzo miła obsługa! Pełna kultura! Jedzonko bardzo smaczne!,,Bardzo miła obsługa! Pełna kultura! Jedzonko bardzo smaczne!,Very nice service! Full culture! Food very tasty!
453,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Super jedzenie i świetna obsługa,,Super jedzenie i świetna obsługa,Super food and great service
454,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,"Personal jak zawsze bardzo miły. Czysto, smacznie, chodzimy tu od wielu lat. Polecam. Niestety mało miejsca.",,"Personal jak zawsze bardzo miły. Czysto, smacznie, chodzimy tu od wielu lat. Polecam. Niestety mało miejsca.","Personal as always very nice. Clean, tasty, we have been walking here for many years. I recommend. Unfortunately, little space."
458,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Bardzo fajne miejsce!,,Bardzo fajne miejsce!,Very nice place!
463,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Bardzo smaczny kebab dawno tak dobrego nie jadłem,,Bardzo smaczny kebab dawno tak dobrego nie jadłem,Very tasty kebab long ago did not eat so good
464,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Witam. Bardzo polecam to miejsce. Zamówienie złożone na dostawę. Pani przyjmująca zamówienie bardzo sympatyczna. Kierowca super.  Kebab bardzo smaczny i świeży. Polecam,,Witam. Bardzo polecam to miejsce. Zamówienie złożone na dostawę. Pani przyjmująca zamówienie bardzo sympatyczna. Kierowca super.  Kebab bardzo smaczny i świeży. Polecam,Hello. I highly recommend this place. Order made for delivery. Lady accepting the order very nice. Driver super. Kebab very tasty and fresh. I recommend
480,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Polecam,,Polecam,I recommend
481,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Polecam,,Polecam,I recommend
482,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Najlepszy kebab w mieście!,,Najlepszy kebab w mieście!,Best kebab in town!
489,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Dobry kebab,,Dobry kebab,Good kebab.
491,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Git kebab,,Git kebab,Git kebab
492,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Polecam bardzo dobry kebab 😄,,Polecam bardzo dobry kebab 😄,I recommend a very good kebab.
496,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Bardzo dobre kebaby. Zawsze gorące i nie oszukane ❤️,,Bardzo dobre kebaby. Zawsze gorące i nie oszukane ❤️,Very good kebabs. Always hot and not cheated.
497,Dara kebab,Rzeszów,"Leska 2, 35-505 Rzeszów, Polska",5,Jak zawsze ekstra 🔥,,Jak zawsze ekstra 🔥,"As always, it's extra."
501,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,"The food is not expensive and at the same time delicious and satisfying , the staff is friendly , the atmosphere is cozy . I enjoyed it","Jedzenie nie jest drogie, a jednocześnie pyszne i satysfakcjonujące, personel jest przyjazny, atmosfera jest przytulna. Podobało mi się","Jedzenie nie jest drogie, a jednocześnie pyszne i satysfakcjonujące, personel jest przyjazny, atmosfera jest przytulna. Podobało mi się","The food is not expensive but at the same time delicious and satisfying, the staff is friendly, the atmosphere is cozy. I liked it"
503,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",4,"Або я давно не відвідував Dara Kebab і вже скучив за їх кухнею, або це дійсно найсмачніший заклад з їхньої мережі 🌯","Albo dawno nie odwiedzałem Dara Kebab i już tęsknię za ich kuchnią, albo to naprawdę najsmaczniejszy lokal z ich sieci 🌯","Albo dawno nie odwiedzałem Dara Kebab i już tęsknię za ich kuchnią, albo to naprawdę najsmaczniejszy lokal z ich sieci 🌯","Either I haven't visited Dar Kebab in a while, and I already miss their kitchen, or it's really the tastiest place in their network."
511,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,very good,bardzo dobry,bardzo dobry,very good
513,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Najlepszy lokal super kebab zawsze świeży i dobrej jakości polecam 🤗,,Najlepszy lokal super kebab zawsze świeży i dobrej jakości polecam 🤗,The best super kebab lounge always fresh and good quality recommend
514,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",1,"Zamówiłem dzis sobie w Darze kebaba z kurczakiem w sosie mieszanym. Po czym zasiadłem przy stoliku i czekam na zamowienie. Patrze co jest ludzie przede mna odbieraja kebsy, a nikt ich na bieżąco nie robi...przypatruje sie, a gość wyciąga je z jakoegoś podgrzewacza pod lada....w końcu odbieram i jem.mojego....katastrofa...wszystko zlane w jedna parzącą całość, sałatka az parzy z gorąca, jest stara, mega stara i zepsota, pewnie byla w tym kebsie od wczoraj.....pisząc to do teraz boli mnie brzuch i mam zatrucie.. pewnie jestem jednym z wielu dzis, ktorzy tego doswiadczyli....OMIJAJCIE SZEROKIM ŁUKIEM JEŚLI WAM ZDROWIE MIŁE.",,"Zamówiłem dzis sobie w Darze kebaba z kurczakiem w sosie mieszanym. Po czym zasiadłem przy stoliku i czekam na zamowienie. Patrze co jest ludzie przede mna odbieraja kebsy, a nikt ich na bieżąco nie robi...przypatruje sie, a gość wyciąga je z jakoegoś podgrzewacza pod lada....w końcu odbieram i jem.mojego....katastrofa...wszystko zlane w jedna parzącą całość, sałatka az parzy z gorąca, jest stara, mega stara i zepsota, pewnie byla w tym kebsie od wczoraj.....pisząc to do teraz boli mnie brzuch i mam zatrucie.. pewnie jestem jednym z wielu dzis, ktorzy tego doswiadczyli....OMIJAJCIE SZEROKIM ŁUKIEM JEŚLI WAM ZDROWIE MIŁE.","And then I sat at the table and waited for the order. Looking what's in front of me pick up the kebs, and no one keeps on doing them... looking at them, and the guy pulls them out of some warmer under the counter... finally picking them up and eating... my stomach hurts and I'm poisoned... I'm probably one of the many people who's experienced it today..."
518,Dara Kebab,Rzeszów,"Obrońców Poczty Gdańskiej 14, 35-509 Rzeszów, Polska",5,Amazing,Niesamowity,Niesamowity,Awesome.
